id,text
usn-1802-00209,"4. If the master of a ship shall misbehave, by delaying the convoy, abandoning, or disobeying the established instructions, the commander is to report him with a narrative of the facts to the secretary of the navy, by the first opportunity.
"
usn-1802-00210,"5. The commander is to carry a top light in the night, to prevent separation, unless on particular occasions, he may deem it improper.
"
usn-1802-00211,"6. He may order his signals to be repeated by as many ships of war under his command, as he may think fit.
"
usn-1802-00212,"7. When different convoys set sail at the same time, or join at sea, they are to keep together, so long as their courses lie together: when it thus happens,the eldest commander of a convoy, shall command in the first post; the next eldest in the second, and so on according to seniority.
"
usn-1802-00213,"8. Commanders of different convoys are to wear the lights of their respective posts, and repeat the signals, in order, as is usual to flag officers.
"
usn-1802-00214,"9. Convoys are to sail like divisions, and proper signals to be made at separation.
"
usn-1802-00215,"The President of the United States of America, ordains and directs the commanders of squadrons, and all captains and other officers in the navy of the United States, to execute, and cause to be executed, the aforesaid regulations.
"
usn-1802-00216,"By command, Signed by Rt SMITH Secretary of the Navy.
"
usn-1814-00001,"Of the Duties of the Commander of a Squadron
"
usn-1814-00002,"1. He is to inform the secretary of the navy of all his proceedings which relate to the service upon which he may be ordered.
"
usn-1814-00003,"2. He is to correspond with the public offices, about such matters as relate to them, and send to them an account of all directions given by him to those under his command, which concern the said offices.
"
usn-1814-00004,"3. In order that he may use the vessels of his squadron to the greatest advantage, as occasion may require, he is to inform himself of their qualities.
"
usn-1814-00005,"4. In order to facilitate the operations for which the squadron is destined, its commandant shall take care to distribute his orders to all the commanders under him, regulated by his instructions from the secretary of the navy.
"
usn-1814-00006,"5. Immediately on his receiving orders to sail, he shall weigh anchor as soon as the weather will permit; and previous to his departure, he shall give an account to the secretary of the navy of the condition of his squadron, without omitting any essential circumstance.
"
usn-1814-00007,"6. He shall suit his sails to the qualities of the ships and circumstances of the weather, without obliging the heaviest sailers to an extraordinary exertion, from whence damage might result.
"
usn-1814-00008,"7. When the fleet shall be divided into squadrons or divisions, all the ships shall regulate their motions by those of their respective commandants.
"
usn-1814-00009,"8. The commandant shall always maintain his squadron in readiness to sail expeditiously: he shall from time to time visit the ships, as well to examine if they are in readiness, as to take care that they observe good discipline.
"
usn-1814-00010,"9. He may suspend from their stations the captains of vessels, or any other officers under his command, who, for bad conduct or incapacity, he shall think deserving of such punishment; but he must immediately transmit an account thereof to the secretary of the navy, specifying his reasons for so doing, and furnish the captain or officer suspended with a copy thereof.
"
usn-1814-00011,"10. The commandant of the squadron ought not to alter the appointments assigned to the officers at the time of fitting out, without reasons.
"
usn-1814-00012,"11. He is to preserve the instructions and orders which he may receive from the navy office, and all other papers and correspondence relating to the service upon which he may be ordered, in the most intelligible form.
"
usn-1814-00013,"12. At the end of the cruise, he shall transmit to the secretary of the navy, a fair copy of all his official correspondence. He is to deliver to the secretary of the navy his journal, which his is to make during the cruise with the greatest exactness.
"
usn-1814-00014,"13. He is never to give orders to any captain to bear supernumeraries, unless there be good cause for it, which is to be expressed in the body of the order; and he is to inform the secretary of the navy when he gives such orders, and of his reasons for so doing.
"
usn-1814-00015,"14. When he is at sea, he is frequently to exercise the ships under his command, and draw them into the line of battle, when the weather is fair, and the same can be done consistently with his cruising orders, and without interruption to the voyage.
"
